Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Shaw, D.B., Deike, L.","57222548262;53979713400;","Surface bubble coalescence",2021,"Journal of Fluid Mechanics","915",,"A105","","",,5,"10.1017/jfm.2021.173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103224102&doi=10.1017%2fjfm.2021.173&partnerID=40&md5=ec3f71e7c0088cfb08805ed85027a23c",Article,"Final","",Scopus,2-s2.0-85103224102
"Néel, B., Deike, L.","56414440700;53979713400;","Collective bursting of free-surface bubbles, and the role of surface contamination",2021,"Journal of Fluid Mechanics","917",,"A46","","",,15,"10.1017/jfm.2021.272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103180497&doi=10.1017%2fjfm.2021.272&partnerID=40&md5=51982ec3f005d3020e5a8dd1154bf05f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85103180497
"Turkoz, E., Stone, H.A., Arnold, C.B., Deike, L.","57193860293;7202564376;7203014096;53979713400;","Simulation of impulsively induced viscoelastic jets using the Oldroyd-B model",2021,"Journal of Fluid Mechanics","911",,"A14","","",,2,"10.1017/jfm.2020.1053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100062630&doi=10.1017%2fjfm.2020.1053&partnerID=40&md5=6436d520f9e8e9eab231cb589d42f3f3",Article,"Final","",Scopus,2-s2.0-85100062630
"Zhang, W., Hou, W., Deike, L., Arnold, C.B.","57219297059;57219296452;53979713400;7203014096;","Using a dual-laser system to create periodic coalescence in laser powder bed fusion",2020,"Acta Materialia","201",,,"14","22",,9,"10.1016/j.actamat.2020.09.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092092580&doi=10.1016%2fj.actamat.2020.09.071&partnerID=40&md5=e4abc3242c86f88e5772be41445101a5",Article,"Final","",Scopus,2-s2.0-85092092580
"Reichl, B.G., Deike, L.","56121625800;53979713400;","Contribution of Sea-State Dependent Bubbles to Air-Sea Carbon Dioxide Fluxes",2020,"Geophysical Research Letters","47","9","e2020GL087267","","",,20,"10.1029/2020GL087267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084449492&doi=10.1029%2f2020GL087267&partnerID=40&md5=4f59789709c8d1278be380c3cf011d0a",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85084449492
"Berny, A., Deike, L., Séon, T., Popinet, S.","57204562345;53979713400;8606102900;6603177647;","Role of all jet drops in mass transfer from bursting bubbles",2020,"Physical Review Fluids","5","3","033605","","",,33,"10.1103/PhysRevFluids.5.033605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082648316&doi=10.1103%2fPhysRevFluids.5.033605&partnerID=40&md5=1b48492602d60f358bc4832b07f7f238",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85082648316
"Deike, L., Fuster, D., Berhanu, M., Falcon, E.","53979713400;35573426400;24483260100;57218315586;","Direct numerical simulations of capillary wave turbulence",2020,"ETC 2013 - 14th European Turbulence Conference",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085774256&partnerID=40&md5=f03941125d747d05f7b5838e6923ddad",Conference Paper,"Final","",Scopus,2-s2.0-85085774256
"Mostert, W., Deike, L.","56364886100;53979713400;","Inertial energy dissipation in shallow-water breaking waves",2020,"Journal of Fluid Mechanics","890",,"A12","","",,23,"10.1017/jfm.2020.83","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081625085&doi=10.1017%2fjfm.2020.83&partnerID=40&md5=b8f01baaa64ef334ddabc95f1c2e6797",Article,"Final","",Scopus,2-s2.0-85081625085
"Ruth, D.J., Mostert, W., Perrard, S., Deike, L.","57212444830;56364886100;55266408200;53979713400;","Bubble pinch-off in turbulence",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","51",,"25412","25417",,13,"10.1073/pnas.1909842116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076699955&doi=10.1073%2fpnas.1909842116&partnerID=40&md5=c7213d2f615a4df283552749b47b8a85",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85076699955
"Turkoz, E., Kang, S., Du, X., Deike, L., Arnold, C.B.","57193860293;55603309200;57208669217;53979713400;7203014096;","Reduction of Transfer Threshold Energy for Laser-Induced Jetting of Liquids using Faraday Waves",2019,"Physical Review Applied","11","5","054022","","",,4,"10.1103/PhysRevApplied.11.054022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065501618&doi=10.1103%2fPhysRevApplied.11.054022&partnerID=40&md5=336246614cbbcbf6f7c677472014dbde",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85065501618
